Season,Game_Type,Date,Away_Team,Away_Score,Home_Team,Home_Score,Ended,Attendance,Game_Length,Game_Notes
1993,RS,1993-01-08,Ottawa Senators,4,New Jersey Devils,6,,,NA,
1993,RS,1993-01-08,San Jose Sharks,1,Toronto Maple Leafs,5,,,NA,
1993,RS,1993-01-08,Los Angeles Kings,3,Winnipeg Jets,6,,,NA,
1993,RS,1993-01-09,New Jersey Devils,6,Boston Bruins,2,,,NA,
1993,RS,1993-01-09,Quebec Nordiques,2,Hartford Whalers,4,,,NA,
1993,RS,1993-01-09,Tampa Bay Lightning,4,Minnesota North Stars,6,,,NA,
1993,RS,1993-01-09,Toronto Maple Leafs,5,Montreal Canadiens,4,,,NA,
1993,RS,1993-01-09,Vancouver Canucks,5,New York Islanders,4,,,NA,
1993,RS,1993-01-09,New York Rangers,3,Philadelphia Flyers,4,,,NA,
1993,RS,1993-01-09,Calgary Flames,2,Pittsburgh Penguins,3,,,NA,
1993,RS,1993-01-09,Chicago Blackhawks,1,St. Louis Blues,4,,,NA,
1993,RS,1993-01-09,Edmonton Oilers,3,Washington Capitals,4,,,NA,
1993,RS,1993-01-10,Calgary Flames,3,Buffalo Sabres,5,,,NA,
1993,RS,1993-01-10,Los Angeles Kings,5,Chicago Blackhawks,4,,,NA,
1993,RS,1993-01-10,Montreal Canadiens,7,Hartford Whalers,5,,,NA,
1993,RS,1993-01-10,San Jose Sharks,2,Ottawa Senators,3,,,NA,
1993,RS,1993-01-10,Edmonton Oilers,0,Philadelphia Flyers,4,,,NA,
1993,RS,1993-01-10,Pittsburgh Penguins,2,Winnipeg Jets,3,,,NA,
1993,RS,1993-01-11,St. Louis Blues,1,Detroit Red Wings,0,,,NA,
1993,RS,1993-01-11,Vancouver Canucks,3,New York Rangers,3,OT,,NA,
1993,RS,1993-01-11,Tampa Bay Lightning,2,Toronto Maple Leafs,4,,,NA,
1993,RS,1993-01-12,Buffalo Sabres,2,Boston Bruins,5,,,NA,
1993,RS,1993-01-12,Chicago Blackhawks,3,Minnesota North Stars,1,,,NA,
1993,RS,1993-01-12,Vancouver Canucks,2,New Jersey Devils,3,,,NA,
1993,RS,1993-01-12,Calgary Flames,2,New York Islanders,8,,,NA,
1993,RS,1993-01-12,Los Angeles Kings,3,Ottawa Senators,2,,,NA,
1993,RS,1993-01-12,San Jose Sharks,1,Winnipeg Jets,4,,,NA,
1993,RS,1993-01-13,Tampa Bay Lightning,3,Detroit Red Wings,5,,,NA,
1993,RS,1993-01-13,Winnipeg Jets,4,Edmonton Oilers,1,,,NA,
1993,RS,1993-01-13,Hartford Whalers,3,Montreal Canadiens,7,,,NA,
1993,RS,1993-01-13,Washington Capitals,4,New York Rangers,5,,,NA,
1993,RS,1993-01-13,St. Louis Blues,3,Toronto Maple Leafs,4,,,NA,
1993,RS,1993-01-14,Pittsburgh Penguins,0,Boston Bruins,7,,,NA,
1993,RS,1993-01-14,Minnesota North Stars,1,Chicago Blackhawks,3,,,NA,
1993,RS,1993-01-14,Los Angeles Kings,1,New Jersey Devils,7,,,NA,
1993,RS,1993-01-14,Washington Capitals,3,New York Islanders,0,,,NA,
1993,RS,1993-01-14,St. Louis Blues,4,Ottawa Senators,1,,,NA,
1993,RS,1993-01-14,Calgary Flames,4,Philadelphia Flyers,4,OT,,NA,
1993,RS,1993-01-14,Montreal Canadiens,5,Quebec Nordiques,3,,,NA,
1993,RS,1993-01-15,San Jose Sharks,3,Detroit Red Wings,6,,,NA,
1993,RS,1993-01-15,Hartford Whalers,1,Edmonton Oilers,3,,,NA,
1993,RS,1993-01-15,Buffalo Sabres,1,Vancouver Canucks,4,,,NA,
1993,RS,1993-01-16,Philadelphia Flyers,5,Boston Bruins,4,,,NA,
1993,RS,1993-01-16,Winnipeg Jets,5,Los Angeles Kings,2,,,NA,
1993,RS,1993-01-16,Calgary Flames,3,Minnesota North Stars,4,,,NA,
1993,RS,1993-01-16,New York Rangers,0,Montreal Canadiens,3,,,NA,
1993,RS,1993-01-16,New York Islanders,5,New Jersey Devils,3,,,NA,
1993,RS,1993-01-16,Ottawa Senators,1,Pittsburgh Penguins,6,,,NA,
1993,RS,1993-01-16,San Jose Sharks,1,Quebec Nordiques,4,,,NA,
1993,RS,1993-01-16,St. Louis Blues,5,Tampa Bay Lightning,3,,,NA,
1993,RS,1993-01-16,Chicago Blackhawks,5,Toronto Maple Leafs,3,,,NA,
1993,RS,1993-01-16,Hartford Whalers,3,Vancouver Canucks,8,,,NA,
1993,RS,1993-01-17,Toronto Maple Leafs,3,Chicago Blackhawks,5,,,NA,
1993,RS,1993-01-17,Buffalo Sabres,2,Edmonton Oilers,3,OT,,NA,
1993,RS,1993-01-17,New York Islanders,7,Ottawa Senators,2,,,NA,
1993,RS,1993-01-17,Detroit Red Wings,7,Philadelphia Flyers,4,,,NA,
1993,RS,1993-01-17,Washington Capitals,5,Tampa Bay Lightning,3,,,NA,
1993,RS,1993-01-18,San Jose Sharks,3,Boston Bruins,4,,,NA,
1993,RS,1993-01-18,Hartford Whalers,7,Winnipeg Jets,8,,,NA,"at Saskatoon, SK"
1993,RS,1993-01-19,Buffalo Sabres,3,Calgary Flames,2,OT,,NA,
1993,RS,1993-01-19,New York Rangers,2,Detroit Red Wings,2,OT,,NA,
1993,RS,1993-01-19,Los Angeles Kings,5,Edmonton Oilers,4,,,NA,
1993,RS,1993-01-19,Boston Bruins,2,New York Islanders,2,OT,,NA,
1993,RS,1993-01-19,Quebec Nordiques,5,Ottawa Senators,2,,,NA,
1993,RS,1993-01-19,Toronto Maple Leafs,5,St. Louis Blues,1,,,NA,
1993,RS,1993-01-19,Minnesota North Stars,4,Tampa Bay Lightning,2,,,NA,
1993,RS,1993-01-19,Pittsburgh Penguins,5,Vancouver Canucks,2,,,NA,
1993,RS,1993-01-19,Chicago Blackhawks,2,Winnipeg Jets,5,,,NA,
1993,RS,1993-01-20,New Jersey Devils,2,Montreal Canadiens,3,,,NA,
1993,RS,1993-01-21,Washington Capitals,2,Chicago Blackhawks,6,,,NA,
1993,RS,1993-01-21,St. Louis Blues,3,Detroit Red Wings,5,,,NA,
1993,RS,1993-01-21,San Jose Sharks,2,Hartford Whalers,4,,,NA,
1993,RS,1993-01-21,Vancouver Canucks,5,Los Angeles Kings,4,,,NA,
1993,RS,1993-01-21,Ottawa Senators,2,Minnesota North Stars,7,,,NA,
1993,RS,1993-01-21,Boston Bruins,5,Philadelphia Flyers,4,,,NA,
1993,RS,1993-01-21,Toronto Maple Leafs,6,Tampa Bay Lightning,1,,,NA,
1993,RS,1993-01-22,Quebec Nordiques,2,Buffalo Sabres,6,,,NA,
1993,RS,1993-01-22,Winnipeg Jets,4,Calgary Flames,4,OT,,NA,
1993,RS,1993-01-22,Pittsburgh Penguins,1,Edmonton Oilers,2,,,NA,
1993,RS,1993-01-22,Montreal Canadiens,2,New Jersey Devils,6,,,NA,
1993,RS,1993-01-23,New Jersey Devils,5,Boston Bruins,7,,,NA,
1993,RS,1993-01-23,Pittsburgh Penguins,4,Calgary Flames,3,,,NA,
1993,RS,1993-01-23,Chicago Blackhawks,6,Hartford Whalers,2,,,NA,
1993,RS,1993-01-23,New York Rangers,8,Los Angeles Kings,3,,,NA,
1993,RS,1993-01-23,Vancouver Canucks,3,Minnesota North Stars,3,OT,,NA,
1993,RS,1993-01-23,Philadelphia Flyers,4,New York Islanders,8,,,NA,
1993,RS,1993-01-23,Buffalo Sabres,3,Quebec Nordiques,4,,,NA,
1993,RS,1993-01-23,Detroit Red Wings,3,St. Louis Blues,4,,,NA,
1993,RS,1993-01-23,San Jose Sharks,1,Tampa Bay Lightning,5,,,NA,
1993,RS,1993-01-23,Montreal Canadiens,0,Toronto Maple Leafs,4,,,NA,
1993,RS,1993-01-23,Edmonton Oilers,5,Winnipeg Jets,8,,,NA,
1993,RS,1993-01-23,Ottawa Senators,4,Washington Capitals,6,,,NA,
1993,RS,1993-01-24,Vancouver Canucks,2,Chicago Blackhawks,6,,,NA,
1993,RS,1993-01-24,Hartford Whalers,4,Philadelphia Flyers,5,OT,,NA,
1993,RS,1993-01-24,Minnesota North Stars,2,Tampa Bay Lightning,2,OT,,NA,
1993,RS,1993-01-25,Boston Bruins,2,Montreal Canadiens,3,OT,,NA,
1993,RS,1993-01-26,Detroit Red Wings,9,Calgary Flames,1,,,NA,
1993,RS,1993-01-26,San Jose Sharks,1,Los Angeles Kings,7,,,NA,
1993,RS,1993-01-26,New Jersey Devils,2,New York Islanders,8,,,NA,
1993,RS,1993-01-26,Buffalo Sabres,4,Philadelphia Flyers,3,OT,,NA,
1993,RS,1993-01-26,Washington Capitals,3,Pittsburgh Penguins,6,,,NA,
1993,RS,1993-01-26,Boston Bruins,4,Quebec Nordiques,4,OT,,NA,
1993,RS,1993-01-26,Ottawa Senators,1,St. Louis Blues,5,,,NA,
1993,RS,1993-01-26,Minnesota North Stars,2,Toronto Maple Leafs,1,,,NA,
1993,RS,1993-01-27,Washington Capitals,3,Buffalo Sabres,4,,,NA,
1993,RS,1993-01-27,Detroit Red Wings,2,Edmonton Oilers,2,OT,,NA,
1993,RS,1993-01-27,Hartford Whalers,6,Montreal Canadiens,5,,,NA,
1993,RS,1993-01-27,Winnipeg Jets,2,New York Rangers,5,,,NA,
1993,RS,1993-01-27,Chicago Blackhawks,4,Vancouver Canucks,4,OT,,NA,
1993,RS,1993-01-28,Winnipeg Jets,2,Boston Bruins,6,,,NA,
1993,RS,1993-01-28,Calgary Flames,2,Los Angeles Kings,1,,,NA,
1993,RS,1993-01-28,New Jersey Devils,2,Minnesota North Stars,4,,,NA,
1993,RS,1993-01-28,Hartford Whalers,2,Ottawa Senators,5,,,NA,
1993,RS,1993-01-28,Quebec Nordiques,6,Philadelphia Flyers,3,,,NA,
1993,RS,1993-01-28,New York Islanders,5,Pittsburgh Penguins,2,,,NA,
1993,RS,1993-01-28,St. Louis Blues,4,Tampa Bay Lightning,2,,,NA,
1993,RS,1993-01-29,New York Rangers,4,Buffalo Sabres,6,,,NA,
1993,RS,1993-01-29,Chicago Blackhawks,4,San Jose Sharks,2,,,NA,
1993,RS,1993-01-29,Quebec Nordiques,3,Washington Capitals,3,OT,,NA,
1993,RS,1993-01-30,Winnipeg Jets,6,Hartford Whalers,3,,,NA,
1993,RS,1993-01-30,Chicago Blackhawks,2,Los Angeles Kings,2,OT,,NA,
1993,RS,1993-01-30,Tampa Bay Lightning,4,Minnesota North Stars,3,,,NA,
1993,RS,1993-01-30,Ottawa Senators,3,Montreal Canadiens,5,,,NA,
1993,RS,1993-01-30,Boston Bruins,6,New York Islanders,5,,,NA,
1993,RS,1993-01-30,Philadelphia Flyers,2,Pittsburgh Penguins,4,,,NA,
1993,RS,1993-01-30,Calgary Flames,5,San Jose Sharks,4,,,NA,
1993,RS,1993-01-30,New Jersey Devils,2,St. Louis Blues,2,OT,,NA,
1993,RS,1993-01-30,New York Rangers,1,Toronto Maple Leafs,3,,,NA,
1993,RS,1993-01-30,Detroit Red Wings,4,Vancouver Canucks,4,OT,,NA,
1993,RS,1993-01-31,Edmonton Oilers,5,Buffalo Sabres,4,OT,,NA,
1993,RS,1993-01-31,Philadelphia Flyers,4,Montreal Canadiens,6,,,NA,
1993,RS,1993-01-31,Pittsburgh Penguins,2,Washington Capitals,2,OT,,NA,
1993,RS,1993-02-01,New York Rangers,4,New York Islanders,4,OT,,NA,
1993,RS,1993-02-01,Winnipeg Jets,4,Ottawa Senators,4,OT,,NA,
1993,RS,1993-02-01,Tampa Bay Lightning,5,San Jose Sharks,4,,,NA,
1993,RS,1993-02-01,Toronto Maple Leafs,1,St. Louis Blues,1,OT,,NA,
1993,RS,1993-02-01,Minnesota North Stars,5,Vancouver Canucks,4,,,NA,
1993,RS,1993-02-02,Edmonton Oilers,4,Boston Bruins,3,,,NA,
1993,RS,1993-02-02,Los Angeles Kings,2,Quebec Nordiques,3,,,NA,
1993,RS,1993-02-02,Calgary Flames,6,Washington Capitals,4,,,NA,
1993,RS,1993-02-03,Hartford Whalers,2,Buffalo Sabres,3,,,NA,
1993,RS,1993-02-03,Chicago Blackhawks,0,Detroit Red Wings,5,,,NA,
1993,RS,1993-02-03,Los Angeles Kings,2,Montreal Canadiens,7,,,NA,
1993,RS,1993-02-03,Calgary Flames,5,New Jersey Devils,4,,,NA,
1993,RS,1993-02-03,Philadelphia Flyers,2,New York Rangers,2,OT,,NA,
1993,RS,1993-02-03,Edmonton Oilers,2,Ottawa Senators,3,,,NA,
1993,RS,1993-02-03,Boston Bruins,4,Quebec Nordiques,1,,,NA,
1993,RS,1993-02-03,Minnesota North Stars,7,San Jose Sharks,3,,,NA,
1993,RS,1993-02-03,New York Islanders,3,Toronto Maple Leafs,2,,,NA,
1993,RS,1993-02-03,Tampa Bay Lightning,2,Vancouver Canucks,4,,,NA,
1993,RS,1993-02-03,St. Louis Blues,4,Winnipeg Jets,2,,,NA,
1993,RS,1993-02-08,St. Louis Blues,3,Hartford Whalers,1,,"9,013",NA,"at Peoria, IL"
1993,RS,1993-02-08,New York Rangers,4,New Jersey Devils,5,,,NA,
1993,RS,1993-02-08,Buffalo Sabres,2,Ottawa Senators,4,,,NA,
1993,RS,1993-02-08,Boston Bruins,0,Pittsburgh Penguins,4,,"12,572",NA,"at Atlanta, GA"
1993,RS,1993-02-09,New Jersey Devils,5,Detroit Red Wings,8,,,NA,
1993,RS,1993-02-09,Edmonton Oilers,6,Los Angeles Kings,3,,,NA,
1993,RS,1993-02-09,Washington Capitals,3,Minnesota North Stars,2,,,NA,
1993,RS,1993-02-09,Montreal Canadiens,5,New York Islanders,3,,,NA,
1993,RS,1993-02-09,Ottawa Senators,1,Philadelphia Flyers,8,,,NA,
1993,RS,1993-02-09,Vancouver Canucks,5,Quebec Nordiques,1,,,NA,
1993,RS,1993-02-09,Boston Bruins,6,St. Louis Blues,1,,,NA,
1993,RS,1993-02-09,Toronto Maple Leafs,1,Tampa Bay Lightning,3,,,NA,
1993,RS,1993-02-10,San Jose Sharks,1,Calgary Flames,13,,,NA,
1993,RS,1993-02-10,Pittsburgh Penguins,3,New York Rangers,0,,,NA,
1993,RS,1993-02-10,Buffalo Sabres,6,Winnipeg Jets,2,,,NA,
1993,RS,1993-02-11,Boston Bruins,3,Chicago Blackhawks,6,,,NA,
1993,RS,1993-02-11,Detroit Red Wings,6,Los Angeles Kings,6,OT,,NA,
1993,RS,1993-02-11,Montreal Canadiens,0,Philadelphia Flyers,0,OT,,NA,
1993,RS,1993-02-11,Washington Capitals,10,St. Louis Blues,6,,,NA,
1993,RS,1993-02-11,Minnesota North Stars,1,Tampa Bay Lightning,0,,,NA,
1993,RS,1993-02-11,Vancouver Canucks,2,Toronto Maple Leafs,5,,,NA,
1993,RS,1993-02-12,Vancouver Canucks,3,Buffalo Sabres,1,,,NA,
1993,RS,1993-02-12,Quebec Nordiques,4,Calgary Flames,4,OT,,NA,
1993,RS,1993-02-12,San Jose Sharks,0,Edmonton Oilers,6,,,NA,
1993,RS,1993-02-12,New York Islanders,3,New York Rangers,4,,,NA,
1993,RS,1993-02-12,Hartford Whalers,6,Winnipeg Jets,2,,,NA,
1993,RS,1993-02-13,Hartford Whalers,3,Calgary Flames,4,OT,,NA,
1993,RS,1993-02-13,Washington Capitals,10,Los Angeles Kings,3,,,NA,
1993,RS,1993-02-13,Philadelphia Flyers,4,New Jersey Devils,6,,,NA,
1993,RS,1993-02-13,New York Rangers,2,New York Islanders,5,,,NA,
1993,RS,1993-02-13,Montreal Canadiens,4,Ottawa Senators,1,,,NA,
1993,RS,1993-02-13,Chicago Blackhawks,1,Pittsburgh Penguins,4,,,NA,
1993,RS,1993-02-13,Detroit Red Wings,3,St. Louis Blues,4,,,NA,
1993,RS,1993-02-13,Minnesota North Stars,1,Toronto Maple Leafs,6,,,NA,
1993,RS,1993-02-14,Pittsburgh Penguins,4,Buffalo Sabres,7,,,NA,
1993,RS,1993-02-14,Detroit Red Wings,5,Chicago Blackhawks,3,,,NA,
1993,RS,1993-02-14,Quebec Nordiques,3,Edmonton Oilers,2,OT,,NA,
1993,RS,1993-02-14,Toronto Maple Leafs,6,Minnesota North Stars,5,,,NA,
1993,RS,1993-02-14,New Jersey Devils,5,Philadelphia Flyers,2,,,NA,
1993,RS,1993-02-14,Boston Bruins,3,Tampa Bay Lightning,3,OT,,NA,
1993,RS,1993-02-14,San Jose Sharks,3,Winnipeg Jets,2,,,NA,
1993,RS,1993-02-15,Vancouver Canucks,0,Los Angeles Kings,3,,,NA,
1993,RS,1993-02-15,St. Louis Blues,1,New York Rangers,4,,,NA,
1993,RS,1993-02-16,Philadelphia Flyers,4,Calgary Flames,4,OT,,NA,"at Cincinnati, OH"
1993,RS,1993-02-16,Edmonton Oilers,2,New York Islanders,7,,,NA,
1993,RS,1993-02-16,Washington Capitals,4,San Jose Sharks,3,,,NA,
1993,RS,1993-02-17,Tampa Bay Lightning,1,Detroit Red Wings,3,,,NA,
1993,RS,1993-02-17,Buffalo Sabres,5,Hartford Whalers,3,,,NA,
1993,RS,1993-02-17,Los Angeles Kings,10,Minnesota North Stars,5,,,NA,
1993,RS,1993-02-17,Boston Bruins,5,Montreal Canadiens,2,,,NA,
1993,RS,1993-02-17,St. Louis Blues,3,New Jersey Devils,4,,,NA,
1993,RS,1993-02-17,Ottawa Senators,4,Quebec Nordiques,6,,,NA,
1993,RS,1993-02-17,Calgary Flames,2,Toronto Maple Leafs,4,,,NA,
1993,RS,1993-02-18,Los Angeles Kings,2,Chicago Blackhawks,7,,,NA,
1993,RS,1993-02-18,St. Louis Blues,4,New York Islanders,2,,,NA,
1993,RS,1993-02-18,Edmonton Oilers,5,Pittsburgh Penguins,4,,,NA,
1993,RS,1993-02-18,Winnipeg Jets,3,San Jose Sharks,5,,,NA,
1993,RS,1993-02-18,Philadelphia Flyers,3,Vancouver Canucks,2,,,NA,
1993,RS,1993-02-19,Calgary Flames,3,Detroit Red Wings,3,OT,,NA,
1993,RS,1993-02-19,Buffalo Sabres,3,New Jersey Devils,3,OT,,NA,
1993,RS,1993-02-19,Tampa Bay Lightning,1,Toronto Maple Leafs,4,,,NA,
1993,RS,1993-02-20,Edmonton Oilers,3,Hartford Whalers,7,,,NA,
1993,RS,1993-02-20,Philadelphia Flyers,2,Minnesota North Stars,5,,,NA,
1993,RS,1993-02-20,Ottawa Senators,4,Montreal Canadiens,5,,,NA,
1993,RS,1993-02-20,Pittsburgh Penguins,2,New York Islanders,4,,,NA,
1993,RS,1993-02-20,New York Rangers,6,San Jose Sharks,4,,,NA,
1993,RS,1993-02-20,Quebec Nordiques,5,Tampa Bay Lightning,2,,,NA,"at Halifax, NS"
1993,RS,1993-02-20,Boston Bruins,4,Toronto Maple Leafs,4,OT,,NA,
1993,RS,1993-02-20,Winnipeg Jets,2,Vancouver Canucks,4,,,NA,
1993,RS,1993-02-20,Los Angeles Kings,3,Washington Capitals,7,,,NA,
1993,RS,1993-02-21,Calgary Flames,3,Chicago Blackhawks,4,,,NA,
1993,RS,1993-02-21,Pittsburgh Penguins,4,Hartford Whalers,3,,,NA,
1993,RS,1993-02-21,Detroit Red Wings,4,Minnesota North Stars,1,,,NA,
1993,RS,1993-02-21,Edmonton Oilers,3,Montreal Canadiens,4,,,NA,
1993,RS,1993-02-21,Quebec Nordiques,6,New Jersey Devils,3,,,NA,
1993,RS,1993-02-21,St. Louis Blues,2,Washington Capitals,5,,,NA,
1993,RS,1993-02-22,Detroit Red Wings,5,Philadelphia Flyers,5,OT,,NA,"at Cleveland, OH"
1993,RS,1993-02-22,New York Rangers,4,San Jose Sharks,0,,,NA,"at Sacramento, CA"
1993,RS,1993-02-22,Los Angeles Kings,5,Tampa Bay Lightning,2,,,NA,
1993,RS,1993-02-22,Toronto Maple Leafs,8,Vancouver Canucks,1,,,NA,
1993,RS,1993-02-22,Ottawa Senators,3,Winnipeg Jets,6,,,NA,
1993,RS,1993-02-23,Washington Capitals,4,New York Islanders,2,,,NA,
1993,RS,1993-02-23,Winnipeg Jets,8,Ottawa Senators,2,,,NA,"at Saskatoon, SK"
1993,RS,1993-02-23,New Jersey Devils,3,Pittsburgh Penguins,1,,,NA,
1993,RS,1993-02-23,Edmonton Oilers,3,Quebec Nordiques,6,,,NA,
1993,RS,1993-02-23,Calgary Flames,6,San Jose Sharks,3,,,NA,
1993,RS,1993-02-23,Montreal Canadiens,5,St. Louis Blues,1,,,NA,
1993,RS,1993-02-24,Detroit Red Wings,7,Buffalo Sabres,10,,,NA,
1993,RS,1993-02-24,Philadelphia Flyers,5,Hartford Whalers,2,,,NA,
1993,RS,1993-02-24,New York Rangers,4,Vancouver Canucks,5,,,NA,
1993,RS,1993-02-25,Minnesota North Stars,3,Boston Bruins,3,OT,,NA,
1993,RS,1993-02-25,Pittsburgh Penguins,1,Ottawa Senators,2,,,NA,
1993,RS,1993-02-25,New Jersey Devils,2,Philadelphia Flyers,6,,,NA,
1993,RS,1993-02-25,New York Islanders,4,Quebec Nordiques,6,,,NA,
1993,RS,1993-02-25,Toronto Maple Leafs,5,San Jose Sharks,0,,,NA,
1993,RS,1993-02-25,Los Angeles Kings,0,St. Louis Blues,3,,,NA,
1993,RS,1993-02-25,Chicago Blackhawks,5,Tampa Bay Lightning,1,,,NA,
1993,RS,1993-02-26,Montreal Canadiens,6,Buffalo Sabres,4,,,NA,
1993,RS,1993-02-26,New York Rangers,4,Calgary Flames,4,OT,,NA,
1993,RS,1993-02-26,Vancouver Canucks,7,Winnipeg Jets,4,,,NA,
1993,RS,1993-02-27,Washington Capitals,4,Boston Bruins,5,OT,,NA,
1993,RS,1993-02-27,San Jose Sharks,4,Calgary Flames,5,,,NA,
1993,RS,1993-02-27,Chicago Blackhawks,2,Detroit Red Wings,1,,,NA,
1993,RS,1993-02-27,New York Rangers,1,Edmonton Oilers,0,,,NA,
1993,RS,1993-02-27,Toronto Maple Leafs,5,Los Angeles Kings,2,,,NA,
1993,RS,1993-02-27,Buffalo Sabres,4,Montreal Canadiens,8,,,NA,
1993,RS,1993-02-27,Ottawa Senators,2,New Jersey Devils,5,,,NA,
1993,RS,1993-02-27,New York Islanders,3,Philadelphia Flyers,2,,,NA,
1993,RS,1993-02-27,Tampa Bay Lightning,3,Pittsburgh Penguins,3,OT,,NA,
1993,RS,1993-02-27,Hartford Whalers,5,Quebec Nordiques,3,,,NA,
1993,RS,1993-02-27,Minnesota North Stars,2,St. Louis Blues,3,,,NA,
1993,RS,1993-02-28,St. Louis Blues,7,Chicago Blackhawks,1,,,NA,
1993,RS,1993-02-28,San Jose Sharks,1,Edmonton Oilers,4,,,NA,
1993,RS,1993-02-28,New York Islanders,7,Hartford Whalers,6,OT,,NA,
1993,RS,1993-02-28,Detroit Red Wings,3,New Jersey Devils,6,,,NA,
1993,RS,1993-02-28,Quebec Nordiques,4,Ottawa Senators,6,,,NA,
1993,RS,1993-02-28,Minnesota North Stars,6,Winnipeg Jets,7,,,NA,
1993,RS,1993-02-28,Pittsburgh Penguins,4,Washington Capitals,2,,,NA,
1993,RS,1993-03-01,Montreal Canadiens,5,Boston Bruins,2,,,NA,
1993,RS,1993-03-01,Vancouver Canucks,5,Buffalo Sabres,2,,,NA,"at Hamilton, ON"
1993,RS,1993-03-02,Calgary Flames,2,Los Angeles Kings,6,,,NA,
1993,RS,1993-03-02,Detroit Red Wings,2,New York Islanders,3,,,NA,
1993,RS,1993-03-02,Pittsburgh Penguins,4,Philadelphia Flyers,5,,,NA,
1993,RS,1993-03-02,Ottawa Senators,2,San Jose Sharks,3,OT,,NA,
1993,RS,1993-03-02,Quebec Nordiques,7,Winnipeg Jets,4,,,NA,
1993,RS,1993-03-02,Vancouver Canucks,3,Washington Capitals,3,OT,,NA,
1993,RS,1993-03-03,New Jersey Devils,7,Hartford Whalers,4,,,NA,
1993,RS,1993-03-03,Buffalo Sabres,2,New York Rangers,2,OT,,NA,
1993,RS,1993-03-03,Montreal Canadiens,1,Tampa Bay Lightning,3,,,NA,
1993,RS,1993-03-03,Minnesota North Stars,1,Toronto Maple Leafs,3,,,NA,
1993,RS,1993-03-04,Vancouver Canucks,3,Boston Bruins,4,,,NA,
1993,RS,1993-03-04,Quebec Nordiques,3,Chicago Blackhawks,3,OT,,NA,
1993,RS,1993-03-04,Winnipeg Jets,5,Edmonton Oilers,3,,,NA,
1993,RS,1993-03-04,Ottawa Senators,6,Los Angeles Kings,8,,,NA,
1993,RS,1993-03-04,Calgary Flames,1,St. Louis Blues,2,,,NA,
1993,RS,1993-03-05,Hartford Whalers,4,Buffalo Sabres,2,,,NA,
1993,RS,1993-03-05,Toronto Maple Leafs,1,Detroit Red Wings,5,,,NA,
1993,RS,1993-03-05,Chicago Blackhawks,1,New Jersey Devils,1,OT,,NA,
1993,RS,1993-03-05,Pittsburgh Penguins,1,New York Rangers,3,,,NA,
1993,RS,1993-03-05,Philadelphia Flyers,3,Washington Capitals,0,,,NA,
1993,RS,1993-03-06,St. Louis Blues,3,Boston Bruins,4,OT,,NA,
1993,RS,1993-03-06,Vancouver Canucks,1,Hartford Whalers,5,,,NA,
1993,RS,1993-03-06,Edmonton Oilers,1,Los Angeles Kings,6,,,NA,
1993,RS,1993-03-06,Montreal Canadiens,3,Minnesota North Stars,4,,,NA,
1993,RS,1993-03-06,New York Rangers,2,Quebec Nordiques,10,,,NA,
1993,RS,1993-03-06,Calgary Flames,4,Tampa Bay Lightning,7,,,NA,
1993,RS,1993-03-06,Winnipeg Jets,2,Toronto Maple Leafs,4,,,NA,
1993,RS,1993-03-07,Winnipeg Jets,1,Buffalo Sabres,2,,,NA,
1993,RS,1993-03-07,Ottawa Senators,2,Chicago Blackhawks,4,,,NA,
1993,RS,1993-03-07,Detroit Red Wings,7,Minnesota North Stars,1,,,NA,
1993,RS,1993-03-07,Philadelphia Flyers,3,New Jersey Devils,7,,,NA,
1993,RS,1993-03-07,Edmonton Oilers,3,San Jose Sharks,6,,,NA,
1993,RS,1993-03-07,New York Islanders,3,Washington Capitals,2,,,NA,
1993,RS,1993-03-08,Hartford Whalers,4,Quebec Nordiques,2,,,NA,
1993,RS,1993-03-09,San Jose Sharks,2,Minnesota North Stars,4,,,NA,
1993,RS,1993-03-09,Philadelphia Flyers,2,New York Islanders,4,,,NA,
1993,RS,1993-03-09,Los Angeles Kings,3,New York Rangers,4,,,NA,
1993,RS,1993-03-09,Boston Bruins,2,Pittsburgh Penguins,3,,,NA,
1993,RS,1993-03-09,Winnipeg Jets,4,Tampa Bay Lightning,2,,,NA,
1993,RS,1993-03-09,New Jersey Devils,2,Vancouver Canucks,7,,,NA,
1993,RS,1993-03-09,Toronto Maple Leafs,1,Washington Capitals,3,,,NA,
1993,RS,1993-03-10,Detroit Red Wings,6,Edmonton Oilers,3,,,NA,
1993,RS,1993-03-10,New York Islanders,1,Montreal Canadiens,5,,,NA,
1993,RS,1993-03-10,Buffalo Sabres,7,Quebec Nordiques,4,,,NA,
1993,RS,1993-03-10,Hartford Whalers,3,Toronto Maple Leafs,5,,,NA,
1993,RS,1993-03-11,Montreal Canadiens,2,Boston Bruins,5,,,NA,
1993,RS,1993-03-11,Detroit Red Wings,3,Calgary Flames,6,,,NA,
1993,RS,1993-03-11,New York Rangers,4,Chicago Blackhawks,1,,,NA,
1993,RS,1993-03-11,Washington Capitals,4,Philadelphia Flyers,6,,,NA,
1993,RS,1993-03-11,Los Angeles Kings,3,Pittsburgh Penguins,4,OT,,NA,
1993,RS,1993-03-11,San Jose Sharks,2,St. Louis Blues,5,,,NA,
1993,RS,1993-03-11,Minnesota North Stars,4,Vancouver Canucks,3,,,NA,"at Saskatoon, SK"
1993,RS,1993-03-12,New Jersey Devils,4,Edmonton Oilers,6,,,NA,
